block_size,call_idx,ckdsl_compile_backend,ckdsl_kernel_name,ckdsl_latency_ms,ckdsl_policy,ckdsl_tflops,dtype,head_size,iterations,max_seqlen_k,max_seqlen_q,num_seqs,shape_signature,sliding_window,speedup_triton_over_ckdsl,total_q,triton_kernel_name,triton_latency_ms,triton_tflops,warmup
32,106,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.1624571228027344,R4_fallback,105.75017510842459,torch.bfloat16,64,100,1006,1000,42,d64_b32_h64kv8_q1000_k1006_ns42_tq8192_sw128_sc0_sinks1_bfloat16,128,0.616700726228281,8192,unified_attention_2d,0.10018742561340332,171.4772994596403,10
32,3710,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.4053207015991211,R4_s1mask_hlpv_combo,284.81585531788767,torch.bfloat16,64,100,1006,1000,42,d64_b32_h64kv8_q1000_k1006_ns42_tq8192_sw0_sc0_sinks1_bfloat16,0,0.6581879240551671,8192,unified_attention_2d,0.26677719116210935,432.7272575332381,10
32,107,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.15300082206726073,R4_fallback,112.28612338074598,torch.bfloat16,64,100,1007,1000,51,d64_b32_h64kv8_q1000_k1007_ns51_tq8192_sw128_sc0_sinks1_bfloat16,128,0.6208607718400063,8192,unified_attention_2d,0.09499220848083496,180.85556130075767,10
32,3745,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.4078554153442383,R4_s1mask_hlpv_combo,288.354691803558,torch.bfloat16,64,100,1007,1000,51,d64_b32_h64kv8_q1000_k1007_ns51_tq8192_sw0_sc0_sinks1_bfloat16,0,0.6615384291624753,8192,unified_attention_2d,0.2698120307922363,435.8850205703432,10
32,108,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.1585141372680664,R4_fallback,108.38067493593194,torch.bfloat16,64,100,1008,1000,59,d64_b32_h64kv8_q1000_k1008_ns59_tq8192_sw128_sc0_sinks1_bfloat16,128,0.6169886770149251,8192,unified_attention_2d,0.09780142784118652,175.6607195131884,10
32,3780,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.4110049057006836,R4_s1mask_hlpv_combo,289.56365243647764,torch.bfloat16,64,100,1008,1000,59,d64_b32_h64kv8_q1000_k1008_ns59_tq8192_sw0_sc0_sinks1_bfloat16,0,0.6725020783354976,8192,unified_attention_2d,0.27640165328979494,430.5765911581617,10
32,109,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.11852732658386231,R4_fallback,104.21415580701857,torch.bfloat16,64,100,1009,1000,64,d64_b32_h64kv8_q1000_k1009_ns64_tq5890_sw128_sc0_sinks1_bfloat16,128,0.6606072289870105,5890,unified_attention_2d,0.0783000087738037,157.75509445578246,10
32,3815,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.30549528121948244,R4_s1mask_hlpv_combo,280.0372401252795,torch.bfloat16,64,100,1009,1000,64,d64_b32_h64kv8_q1000_k1009_ns64_tq5890_sw0_sc0_sinks1_bfloat16,0,1.1048254418140109,5890,unified_attention_2d,0.3375189590454102,253.467407181977,10
32,209,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.03765213966369629,R4_fallback,111.39616599383048,torch.bfloat16,64,100,1000,1000,2,d64_b32_h64kv8_q1000_k1000_ns2_tq2000_sw128_sc0_sinks1_bfloat16,128,0.7778232284638257,2000,unified_attention_2d,0.02928670883178711,143.21527297896992,10
32,7315,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.08371746063232421,R4_s1mask_hlpv_combo,195.901594197037,torch.bfloat16,64,100,1000,1000,2,d64_b32_h64kv8_q1000_k1000_ns2_tq2000_sw0_sc0_sinks1_bfloat16,0,0.696072364796731,2000,unified_attention_2d,0.05827341079711914,281.43854591073267,10
32,210,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.1492934226989746,R4_fallback,115.07452152557552,torch.bfloat16,64,100,1001,1000,11,d64_b32_h64kv8_q1000_k1001_ns11_tq8192_sw128_sc0_sinks1_bfloat16,128,0.6218370377941237,8192,unified_attention_2d,0.09283617973327636,185.05575340733262,10
32,7350,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.3057476806640625,R4_s1mask_hlpv_combo,272.6950067942085,torch.bfloat16,64,100,1001,1000,11,d64_b32_h64kv8_q1000_k1001_ns11_tq8192_sw0_sc0_sinks1_bfloat16,0,0.646903640078493,8192,unified_attention_2d,0.19778928756713868,421.5388349973122,10
32,218,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.1597857093811035,R4_fallback,107.51818326271245,torch.bfloat16,64,100,1009,1000,76,d64_b32_h64kv8_q1000_k1009_ns76_tq8192_sw128_sc0_sinks1_bfloat16,128,0.6256995480564134,8192,unified_attention_2d,0.09997784614562988,171.83676030563245,10
32,7630,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.4289963912963867,R4_s1mask_hlpv_combo,281.9840733914791,torch.bfloat16,64,100,1009,1000,76,d64_b32_h64kv8_q1000_k1009_ns76_tq8192_sw0_sc0_sinks1_bfloat16,0,0.6995927309576314,8192,unified_attention_2d,0.30012275695800783,403.06890125271553,10
32,219,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.28374900817871096,R4_fallback,60.546006113895444,torch.bfloat16,64,100,1010,1000,84,d64_b32_h64kv8_q1000_k1010_ns84_tq8192_sw128_sc0_sinks1_bfloat16,128,0.3604744895009753,8192,unified_attention_2d,0.1022842788696289,167.96197200448944,10
32,7665,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.45280479431152343,R4_s1mask_hlpv_combo,268.781884558113,torch.bfloat16,64,100,1010,1000,84,d64_b32_h64kv8_q1000_k1010_ns84_tq8192_sw0_sc0_sinks1_bfloat16,0,0.7095034324329744,8192,unified_attention_2d,0.32126655578613283,378.8309855477752,10
32,220,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.16136241912841798,R4_fallback,106.46759807392108,torch.bfloat16,64,100,1011,1000,92,d64_b32_h64kv8_q1000_k1011_ns92_tq8192_sw128_sc0_sinks1_bfloat16,128,0.6306862924256369,8192,unified_attention_2d,0.1017690658569336,168.81229123348118,10
32,7700,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.43530414581298826,R4_s1mask_hlpv_combo,281.0349020580126,torch.bfloat16,64,100,1011,1000,92,d64_b32_h64kv8_q1000_k1011_ns92_tq8192_sw0_sc0_sinks1_bfloat16,0,0.7366099748870346,8192,unified_attention_2d,0.32064937591552733,381.5247032204685,10
32,221,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.17030759811401366,R4_fallback,100.87552977230536,torch.bfloat16,64,100,1012,1000,100,d64_b32_h64kv8_q1000_k1012_ns100_tq8192_sw128_sc0_sinks1_bfloat16,128,0.6284036898549819,8192,unified_attention_2d,0.10702192306518554,160.52663502912375,10
32,7735,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.46500667572021487,R4_s1mask_hlpv_combo,264.2676596624564,torch.bfloat16,64,100,1012,1000,100,d64_b32_h64kv8_q1000_k1012_ns100_tq8192_sw0_sc0_sinks1_bfloat16,0,0.7398723907742748,8192,unified_attention_2d,0.3440456008911133,357.1800528816881,10
32,222,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.16071487426757813,R4_fallback,106.89657234461582,torch.bfloat16,64,100,1013,1000,108,d64_b32_h64kv8_q1000_k1013_ns108_tq8192_sw128_sc0_sinks1_bfloat16,128,0.6299694472690055,8192,unified_attention_2d,0.1012454605102539,169.68532808698185,10
32,7770,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.43218143463134767,R4_s1mask_hlpv_combo,285.4729463916937,torch.bfloat16,64,100,1013,1000,108,d64_b32_h64kv8_q1000_k1013_ns108_tq8192_sw0_sc0_sinks1_bfloat16,0,0.7569484182581265,8192,unified_attention_2d,0.32713905334472654,377.13659148481736,10
32,223,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.1608768653869629,R4_fallback,106.78893539277163,torch.bfloat16,64,100,1014,1000,116,d64_b32_h64kv8_q1000_k1014_ns116_tq8192_sw128_sc0_sinks1_bfloat16,128,0.635687830847792,8192,unified_attention_2d,0.10226746559143067,167.98958578513515,10
32,7805,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.45989566802978515,R4_s1mask_hlpv_combo,269.22891986010393,torch.bfloat16,64,100,1014,1000,116,d64_b32_h64kv8_q1000_k1014_ns116_tq8192_sw0_sc0_sinks1_bfloat16,0,0.7757441197409831,8192,unified_attention_2d,0.35676136016845705,347.05892446854523,10
32,224,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.1741073989868164,R4_fallback,98.67397528177925,torch.bfloat16,64,100,1015,1000,125,d64_b32_h64kv8_q1000_k1015_ns125_tq8192_sw128_sc0_sinks1_bfloat16,128,0.6286760911903957,8192,unified_attention_2d,0.10945715904235839,156.95518990540975,10
32,7840,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.4857264709472656,R4_s1mask_hlpv_combo,255.8087082997169,torch.bfloat16,64,100,1015,1000,125,d64_b32_h64kv8_q1000_k1015_ns125_tq8192_sw0_sc0_sinks1_bfloat16,0,0.7844720831525699,8192,unified_attention_2d,0.38103885650634767,326.0902634950304,10
32,225,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.1597389316558838,R4_fallback,107.54966873704642,torch.bfloat16,64,100,1016,1000,133,d64_b32_h64kv8_q1000_k1016_ns133_tq8192_sw128_sc0_sinks1_bfloat16,128,0.6275230314126564,8192,unified_attention_2d,0.10023985862731934,171.3876038859237,10
32,7875,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.4219823837280273,R4_s1mask_hlpv_combo,295.3156414612743,torch.bfloat16,64,100,1016,1000,133,d64_b32_h64kv8_q1000_k1016_ns133_tq8192_sw0_sc0_sinks1_bfloat16,0,0.8253846157323056,8192,unified_attention_2d,0.34829776763916015,357.7915505479365,10
32,226,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.1551579475402832,R4_fallback,110.72503507781734,torch.bfloat16,64,100,1017,1000,141,d64_b32_h64kv8_q1000_k1017_ns141_tq8192_sw128_sc0_sinks1_bfloat16,128,0.6438359776489614,8192,unified_attention_2d,0.0998962688446045,171.97708565796853,10
32,7910,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.4462340545654297,R4_s1mask_hlpv_combo,280.026499209459,torch.bfloat16,64,100,1017,1000,141,d64_b32_h64kv8_q1000_k1017_ns141_tq8192_sw0_sc0_sinks1_bfloat16,0,0.8268692171611005,8192,unified_attention_2d,0.36897720336914064,338.6587544894672,10
32,227,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.16245241165161134,R4_fallback,105.75324188380306,torch.bfloat16,64,100,1018,1000,149,d64_b32_h64kv8_q1000_k1018_ns149_tq8192_sw128_sc0_sinks1_bfloat16,128,0.6438680150777516,8192,unified_attention_2d,0.1045979118347168,164.2467701568195,10
32,7945,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.46590023040771483,R4_s1mask_hlpv_combo,268.8844816461494,torch.bfloat16,64,100,1018,1000,149,d64_b32_h64kv8_q1000_k1018_ns149_tq8192_sw0_sc0_sinks1_bfloat16,0,0.829527248789127,8192,unified_attention_2d,0.38647693634033203,324.14183143307713,10
32,228,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.16883407592773436,R4_fallback,101.75593457421152,torch.bfloat16,64,100,1019,1000,157,d64_b32_h64kv8_q1000_k1019_ns157_tq8192_sw128_sc0_sinks1_bfloat16,128,0.6436636726132,8192,unified_attention_2d,0.10867236137390136,158.08867099970738,10
32,7980,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.4868980026245117,R4_s1mask_hlpv_combo,257.9143249450621,torch.bfloat16,64,100,1019,1000,157,d64_b32_h64kv8_q1000_k1019_ns157_tq8192_sw0_sc0_sinks1_bfloat16,0,0.8316005991661221,8192,unified_attention_2d,0.40490467071533204,310.1420624319928,10
32,229,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.25535823822021486,R4_fallback,67.27752080269481,torch.bfloat16,64,100,1020,1000,165,d64_b32_h64kv8_q1000_k1020_ns165_tq8192_sw128_sc0_sinks1_bfloat16,128,0.44511584369612295,8192,unified_attention_2d,0.11366399765014648,151.14609321483653,10
32,8015,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.5069838714599609,R4_s1mask_hlpv_combo,248.24188100023093,torch.bfloat16,64,100,1020,1000,165,d64_b32_h64kv8_q1000_k1020_ns165_tq8192_sw0_sc0_sinks1_bfloat16,0,0.8451845025363652,8192,unified_attention_2d,0.42849491119384764,293.71324279523213,10
32,230,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.1756269645690918,R4_fallback,97.82022496460915,torch.bfloat16,64,100,1021,1000,173,d64_b32_h64kv8_q1000_k1021_ns173_tq8192_sw128_sc0_sinks1_bfloat16,128,0.6473242410792198,8192,unified_attention_2d,0.11368759155273438,151.1147254450461,10
32,8050,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.5097101211547852,R4_s1mask_hlpv_combo,247.45269629381752,torch.bfloat16,64,100,1021,1000,173,d64_b32_h64kv8_q1000_k1021_ns173_tq8192_sw0_sc0_sinks1_bfloat16,0,0.8426847690926595,8192,unified_attention_2d,0.4295249557495117,293.6479990735518,10
32,231,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.16330116271972656,R4_fallback,105.20359376427572,torch.bfloat16,64,100,1022,1000,181,d64_b32_h64kv8_q1000_k1022_ns181_tq8192_sw128_sc0_sinks1_bfloat16,128,0.6603550773422612,8192,unified_attention_2d,0.10783675193786621,159.3136743760491,10
32,8085,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.46046855926513675,R4_s1mask_hlpv_combo,274.47735288095095,torch.bfloat16,64,100,1022,1000,181,d64_b32_h64kv8_q1000_k1022_ns181_tq8192_sw0_sc0_sinks1_bfloat16,0,0.8383471929656984,8192,unified_attention_2d,0.3860325241088867,327.402960472704,10
32,232,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.16195402145385743,R4_fallback,106.07868226905835,torch.bfloat16,64,100,1023,1000,189,d64_b32_h64kv8_q1000_k1023_ns189_tq8192_sw128_sc0_sinks1_bfloat16,128,0.6488379830303773,8192,unified_attention_2d,0.1050819206237793,163.49024724727306,10
32,8120,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.4665706634521484,R4_s1mask_hlpv_combo,271.41511025797195,torch.bfloat16,64,100,1023,1000,189,d64_b32_h64kv8_q1000_k1023_ns189_tq8192_sw0_sc0_sinks1_bfloat16,0,0.8389798109210547,8192,unified_attention_2d,0.3914433670043945,323.5061281868095,10
32,233,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.16558946609497072,R4_fallback,103.74977097967577,torch.bfloat16,64,100,1024,1000,197,d64_b32_h64kv8_q1000_k1024_ns197_tq8192_sw128_sc0_sinks1_bfloat16,128,0.6473113369947695,8192,unified_attention_2d,0.10718793869018554,160.27800696547064,10
32,8155,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.47537582397460937,R4_s1mask_hlpv_combo,266.8821538193669,torch.bfloat16,64,100,1024,1000,197,d64_b32_h64kv8_q1000_k1024_ns197_tq8192_sw0_sc0_sinks1_bfloat16,0,0.8381263956772483,8192,unified_attention_2d,0.3984250259399414,318.4270954784961,10
32,234,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.18255943298339844,R4_fallback,94.10562304694659,torch.bfloat16,64,100,1025,1000,205,d64_b32_h64kv8_q1000_k1025_ns205_tq8192_sw128_sc0_sinks1_bfloat16,128,0.642182437376794,8192,unified_attention_2d,0.1172364616394043,146.54032494465596,10
32,8190,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.4949028778076172,R4_s1mask_hlpv_combo,256.80626867844785,torch.bfloat16,64,100,1025,1000,205,d64_b32_h64kv8_q1000_k1025_ns205_tq8192_sw0_sc0_sinks1_bfloat16,0,0.8373926337383153,8192,unified_attention_2d,0.4144280242919922,306.673665771342,10
32,235,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.18947269439697265,R4_fallback,90.67200547644978,torch.bfloat16,64,100,1026,1000,213,d64_b32_h64kv8_q1000_k1026_ns213_tq8192_sw128_sc0_sinks1_bfloat16,128,0.6497491500253779,8192,unified_attention_2d,0.12310972213745117,139.54924831053384,10
32,8225,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.5163806533813476,R4_s1mask_hlpv_combo,246.568893513467,torch.bfloat16,64,100,1026,1000,213,d64_b32_h64kv8_q1000_k1026_ns213_tq8192_sw0_sc0_sinks1_bfloat16,0,0.8418530815213766,8192,unified_attention_2d,0.4347166442871094,292.8882710364065,10
32,236,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.19451765060424805,R4_fallback,88.32036131750817,torch.bfloat16,64,100,1027,1000,221,d64_b32_h64kv8_q1000_k1027_ns221_tq8192_sw128_sc0_sinks1_bfloat16,128,0.6524536818637018,8192,unified_attention_2d,0.12691375732421875,135.36648466022203,10
32,8260,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_w4_mw32_mfma32_stqk_s1_mask1_hlpv_skipqreg_mlim_fastkvdesc,0.6558621215820313,R4_s1mask_hlpv_combo,194.46073371085532,torch.bfloat16,64,100,1027,1000,221,d64_b32_h64kv8_q1000_k1027_ns221_tq8192_sw0_sc0_sinks1_bfloat16,0,0.6866284550624927,8192,unified_attention_2d,0.4503335952758789,283.21100338487526,10
32,237,llvm,ck_dsl_uattn2d_tiled_d64_b32_t64_h64kv8_bf16_sinks_sw128_w4_mw32_mfma32_stqk,0.19022865295410157,R4_fallback,90.31167974545436,torch.bfloat16,64,100,1028,1000,229,d64_b32_h64kv8_q1000_k1028_ns229_tq8192_sw128_sc0_sinks1_bfloat16,128,0.6362558229541202,8192,unified_attention_2d,0.12103408813476563,141.9424019196232,10
